30.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,47.00000,30.00000
15.00000,31.01031,37.34551,40.33046,41.96934,42.98342,43.66871,44.16262,44.53602,44.82882,45.06510,45.26021,45.42442,45.56483,45.68652,45.79320,45.88768,45.97208,46.04806,46.11694,46.17976,46.23737,46.29046,46.33960,46.38528,46.42787,46.46774,46.50516,46.54038,46.57362,46.60505,46.63485,46.66314,46.69006,46.71572,46.74021,46.76361,46.78602,46.80749,46.82809,46.84789,46.86693,46.88525,46.90292,46.91996,46.93642,46.95233,46.96773,46.98265,46.99711,47.01116,47.02481,47.03810,47.05105,47.06369,47.07605,47.08814,47.10001,47.11167,47.12315,47.13448,47.14569,47.15682,47.16788,47.17892,47.18997,47.20107,47.21226,47.22358,47.23509,47.24685,47.25889,47.27131,47.28416,47.29754,47.31154,47.32627,47.34185,47.35844,47.37621,47.39535,47.41611,47.43878,47.46371,47.49135,47.52223,47.55703,47.59663,47.64219,47.69521,47.75777,47.83278,47.92439,48.03888,48.18603,48.38205,48.65576,49.06299,49.72400,50.93182,53.50066,60.00000
15.00000,24.69575,31.04126,35.00701,37.56349,39.29561,40.52882,41.44574,42.15265,42.71417,43.17136,43.55133,43.87265,44.14839,44.38804,44.59862,44.78543,44.95258,45.10324,45.23995,45.36475,45.47927,45.58488,45.68269,45.77363,45.85849,45.93793,46.01253,46.08276,46.14905,46.21176,46.27120,46.32767,46.38140,46.43261,46.48150,46.52824,46.57298,46.61586,46.65701,46.69655,46.73457,46.77118,46.80647,46.84052,46.87340,46.90519,46.93595,46.96575,46.99466,47.02272,47.05000,47.07655,47.10243,47.12768,47.15236,47.17653,47.20023,47.22353,47.24646,47.26910,47.29149,47.31370,47.33579,47.35784,47.37990,47.40205,47.42439,47.44699,47.46996,47.49340,47.51743,47.54219,47.56781,47.59447,47.62236,47.65169,47.68272,47.71572,47.75104,47.78908,47.83031,47.87530,47.92473,47.97946,48.04053,48.10926,48.18733,48.27691,48.38088,48.50311,48.64894,48.82592,49.04510,49.32318,49.68642,50.17802,50.87220,51.90119,53.50263,56.07081,60.00000
15.00000,21.73142,27.11676,31.09283,33.98202,36.10671,37.70521,38.93888,39.91466,40.70387,41.35485,41.90112,42.36645,42.76805,43.11864,43.42780,43.70288,43.94957,44.17238,44.37490,44.56002,44.73011,44.88711,45.03266,45.16808,45.29454,45.41299,45.52428,45.62910,45.72807,45.82174,45.91056,45.99496,46.07528,46.15186,46.22497,46.29488,46.36182,46.42598,46.48756,46.54674,46.60366,46.65846,46.71129,46.76226,46.81150,46.85909,46.90516,46.94979,46.99307,47.03509,47.07594,47.11570,47.15445,47.19226,47.22922,47.26541,47.30089,47.33576,47.37010,47.40398,47.43749,47.47073,47.50378,47.53676,47.56975,47.60288,47.63628,47.67006,47.70438,47.73939,47.77527,47.81221,47.85044,47.89020,47.93176,47.97544,48.02161,48.07069,48.12317,48.17964,48.24077,48.30738,48.38047,48.46125,48.55119,48.65217,48.76651,48.89725,49.04830,49.22486,49.43395,49.68526,49.99244,50.37516,50.86242,51.49770,52.34659,53.50593,55.10671,57.27995,60.00000
15.00000,20.11317,24.60153,28.26553,31.16503,33.44402,35.24645,36.68991,37.86327,38.83179,39.64305,40.33187,40.92400,41.43873,41.89068,42.29110,42.64872,42.97047,43.26183,43.52725,43.77034,43.99405,44.20084,44.39276,44.57153,44.73862,44.89526,45.04251,45.18131,45.31244,45.43659,45.55438,45.66634,45.77294,45.87460,45.97168,46.06454,46.15346,46.23872,46.32056,46.39922,46.47489,46.54776,46.61800,46.68579,46.75126,46.81457,46.87584,46.93520,46.99277,47.04867,47.10301,47.15590,47.20744,47.25773,47.30689,47.35502,47.40221,47.44857,47.49422,47.53926,47.58380,47.62797,47.67189,47.71569,47.75950,47.80349,47.84780,47.89262,47.93813,47.98453,48.03207,48.08099,48.13157,48.18414,48.23906,48.29673,48.35762,48.42229,48.49135,48.56555,48.64576,48.73301,48.82855,48.93388,49.05084,49.18171,49.32933,49.49730,49.69022,49.91409,50.17676,50.48875,50.86424,51.32261,51.89041,52.60379,53.51055,54.66922,56.13835,57.94228,60.00000
15.00000,19.11973,22.91068,26.20273,28.96858,31.25788,33.14668,34.71105,36.01673,37.11700,38.05370,38.85931,39.55898,40.17222,40.71429,41.19719,41.63047,42.02177,42.37726,42.70198,43.00006,43.27494,43.52946,43.76604,43.98671,44.19318,44.38693,44.56925,44.74123,44.90381,45.05785,45.20408,45.34313,45.47558,45.60194,45.72267,45.83817,45.94881,46.05492,46.15680,46.25473,46.34896,46.43972,46.52722,46.61167,46.69325,46.77213,46.84848,46.92246,46.99420,47.06387,47.13159,47.19749,47.26172,47.32440,47.38565,47.44561,47.50440,47.56215,47.61900,47.67508,47.73054,47.78552,47.84016,47.89464,47.94913,48.00381,48.05887,48.11453,48.17102,48.22859,48.28753,48.34814,48.41076,48.47578,48.54364,48.61482,48.68990,48.76952,48.85442,48.94549,49.04374,49.15039,49.26686,49.39491,49.53661,49.69453,49.87182,50.07241,50.30123,50.56452,50.87027,51.22874,51.65318,52.16065,52.77283,53.51650,54.42260,55.52208,56.83517,58.35083,60.00000
15.00000,18.45507,21.71874,24.66613,27.24867,29.47224,31.37136,32.99088,34.37563,35.56579,36.59546,37.49273,38.28040,38.97690,39.59708,40.15294,40.65423,41.10891,41.52349,41.90337,42.25303,42.57621,42.87608,43.15529,43.41611,43.66049,43.89010,44.10637,44.31057,44.50379,44.68698,44.86099,45.02657,45.18437,45.33498,45.47894,45.61672,45.74875,45.87541,45.99705,46.11401,46.22656,46.33500,46.43956,46.54048,46.63799,46.73228,46.82356,46.91200,46.99778,47.08107,47.16203,47.24083,47.31762,47.39254,47.46576,47.53742,47.60768,47.67669,47.74461,47.81160,47.87782,47.94344,48.00866,48.07365,48.13863,48.20380,48.26939,48.33567,48.40288,48.47134,48.54137,48.61332,48.68759,48.76463,48.84493,48.92907,49.01768,49.11150,49.21137,49.31828,49.43336,49.55796,49.69365,49.84230,50.00618,50.18800,50.39103,50.61931,50.87778,51.17251,51.51107,51.90278,52.35912,52.89399,53.52378,54.26678,55.14127,56.16133,57.32942,58.62586,60.00000
15.00000,17.98180,20.84309,23.49437,25.88776,28.01106,29.87566,31.50550,32.92912,34.17509,35.26964,36.23575,37.09303,37.85794,38.54422,39.16330,39.72465,40.23617,40.70445,41.13502,41.53251,41.90085,42.24339,42.56296,42.86201,43.14263,43.40665,43.65563,43.89096,44.11385,44.32535,44.52640,44.71784,44.90040,45.07474,45.24146,45.40109,45.55412,45.70097,45.84206,45.97775,46.10836,46.23422,46.35561,46.47279,46.58602,46.69553,46.80154,46.90427,47.00392,47.10067,47.19472,47.28625,47.37544,47.46247,47.54750,47.63072,47.71229,47.79240,47.87122,47.94894,48.02575,48.10185,48.17744,48.25275,48.32799,48.40343,48.47931,48.55592,48.63357,48.71259,48.79334,48.87623,48.96171,49.05026,49.14245,49.23889,49.34030,49.44748,49.56134,49.68294,49.81352,49.95448,50.10749,50.27452,50.45786,50.66028,50.88504,51.13607,51.41807,51.73671,52.09875,52.51222,52.98653,53.53241,54.16154,54.88560,55.71437,56.65257,57.69531,58.82321,60.00000
15.00000,17.62904,20.17747,22.58051,24.79696,26.80857,28.61475,30.22635,31.66029,32.93584,34.07230,35.08765,35.99804,36.81763,37.55861,38.23142,38.84494,39.40672,39.92319,40.39979,40.84119,41.25136,41.63372,41.99122,42.32639,42.64144,42.93829,43.21861,43.48387,43.73536,43.97424,44.20150,44.41806,44.62472,44.82220,45.01114,45.19214,45.36573,45.53239,45.69255,45.84663,45.99500,46.13800,46.27594,46.40913,46.53785,46.66236,46.78290,46.89971,47.01303,47.12306,47.23002,47.33410,47.43552,47.53447,47.63115,47.72574,47.81845,47.90947,47.99902,48.08728,48.17449,48.26085,48.34660,48.43198,48.51725,48.60268,48.68856,48.77521,48.86295,48.95217,49.04325,49.13664,49.23282,49.33233,49.43577,49.54381,49.65721,49.77682,49.90361,50.03869,50.18333,50.33899,50.50738,50.69046,50.89052,51.11025,51.35281,51.62188,51.92178,52.25755,52.63502,53.06083,53.54239,54.08760,54.70439,55.39971,56.17805,57.03927,57.97603,58.97169,60.00000
15.00000,17.35688,19.65724,21.85325,23.91103,25.81153,27.54845,29.12487,30.54985,31.83573,32.99609,34.04453,34.99391,35.85597,36.64121,37.35887,38.01701,38.62265,39.18183,39.69982,40.18115,40.62973,41.04898,41.44187,41.81096,42.15852,42.48653,42.79671,43.09061,43.36957,43.63481,43.88739,44.12827,44.35830,44.57827,44.78886,44.99070,45.18437,45.37038,45.54923,45.72133,45.88710,46.04692,46.20113,46.35005,46.49399,46.63325,46.76808,46.89876,47.02553,47.14862,47.26828,47.38472,47.49817,47.60885,47.71697,47.82274,47.92639,48.02813,48.12818,48.22678,48.32415,48.42055,48.51621,48.61142,48.70644,48.80157,48.89714,48.99348,49.09095,49.18996,49.29092,49.39432,49.50067,49.61054,49.72457,49.84345,49.96798,50.09905,50.23766,50.38494,50.54218,50.71085,50.89263,51.08945,51.30354,51.53745,51.79411,52.07689,52.38964,52.73671,53.12297,53.55374,54.03462,54.57125,55.16872,55.83081,56.55888,57.35044,58.19788,59.08750,60.00000
